State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,latitude,longitude
Pennsylvania,Westmoreland,2024,150,122,28,0,0,0,0,88,56,33,0,0,0,150,0,40.2930159,-79.4873204
Pennsylvania,Wyoming,2024,146,135,11,0,0,0,0,64,48,26,0,0,0,146,0,41.5179097,-76.019111
Pennsylvania,York,2024,152,112,40,0,0,0,0,96,58,36,0,18,0,134,0,,
Puerto Rico,Bayamon,2024,180,161,18,1,0,0,0,117,52,22,35,0,69,76,0,18.3990551,-66.1560326
Puerto Rico,Caguas,2024,174,173,1,0,0,0,0,69,19,3,147,0,0,27,0,18.2345399,-66.0351316
Puerto Rico,Catano,2024,171,43,80,30,14,0,4,1133,151,81,0,0,0,128,43,18.4410233,-66.1191055
Puerto Rico,Fajardo,2024,37,35,2,0,0,0,0,56,50,28,0,0,0,27,10,18.3245149,-65.6531674
Puerto Rico,Guayama,2024,27,26,1,0,0,0,0,53,29,14,0,0,0,0,27,17.9850901,-66.1135657
Puerto Rico,Guaynabo,2024,43,37,6,0,0,0,0,66,51,27,0,0,0,25,18,18.3578671,-66.1120141
Puerto Rico,Mayagnez,2024,176,176,0,0,0,0,0,38,29,15,0,0,108,68,0,,
Puerto Rico,Ponce,2024,173,164,9,0,0,0,0,64,41,8,82,0,0,19,72,18.011564,-66.613958
Rhode Island,Kent,2024,116,116,0,0,0,0,0,49,44,31,0,0,57,59,0,41.6722912,-71.602762
Rhode Island,Providence,2024,131,116,15,0,0,0,0,61,51,38,0,4,68,49,10,41.8677428,-71.5814834
Rhode Island,Washington,2024,120,116,4,0,0,0,0,54,45,35,0,0,60,60,0,41.4619922,-71.7039673
South Carolina,Aiken,2024,143,121,22,0,0,0,0,84,54,43,0,0,143,0,0,33.5616173,-81.7224579
South Carolina,Anderson,2024,142,115,27,0,0,0,0,93,61,44,0,0,142,0,0,34.5258335,-82.652962
South Carolina,Berkeley,2024,150,128,22,0,0,0,0,90,54,42,0,0,150,0,0,33.1595951,-79.9070461
South Carolina,Charleston,2024,211,147,64,0,0,0,0,77,58,44,0,0,95,116,0,32.8152646,-79.7996814
South Carolina,Chesterfield,2024,191,123,66,2,0,0,0,143,65,45,0,0,91,100,0,34.6500578,-80.1417843
South Carolina,Darlington,2024,133,100,33,0,0,0,0,100,61,44,0,0,133,0,0,34.3609331,-79.9438572
South Carolina,Edgefield,2024,191,118,73,0,0,0,0,98,60,44,0,0,65,126,0,33.7635851,-81.9759066
South Carolina,Florence,2024,185,119,66,0,0,0,0,99,60,44,0,0,0,185,0,33.986694,-79.6644927
South Carolina,Greenville,2024,213,132,81,0,0,0,0,99,64,46,0,1,83,129,0,34.8550021,-82.3356457
South Carolina,Horry,2024,182,135,47,0,0,0,0,87,57,43,0,0,102,80,0,33.9204504,-78.9578973
South Carolina,Richland,2024,212,123,88,1,0,0,0,141,63,47,0,1,62,149,0,34.0190006,-80.9176832
South Carolina,Spartanburg,2024,213,114,98,1,0,0,0,112,71,49,0,0,91,122,0,34.937029,-81.9955954
South Carolina,York,2024,142,108,34,0,0,0,0,90,64,44,0,0,142,0,0,34.9603293,-81.1655408
South Dakota,Brookings,2024,91,88,3,0,0,0,0,53,37,30,0,0,66,22,3,44.3763598,-96.7925213
South Dakota,Brown,2024,85,80,5,0,0,0,0,57,44,24,0,0,0,77,8,45.5832968,-98.3674786
South Dakota,Clay,2024,91,71,20,0,0,0,0,64,56,36,0,0,41,50,0,42.9190617,-96.9712933
South Dakota,Codington,2024,91,74,17,0,0,0,0,65,53,36,0,0,11,78,2,44.9695646,-97.1976513
South Dakota,Custer,2024,91,91,0,0,0,0,0,47,46,39,0,0,82,9,0,43.6726477,-103.5101597
South Dakota,Hughes,2024,91,90,1,0,0,0,0,52,21,6,0,0,0,91,0,44.4047339,-99.946102
South Dakota,Jackson,2024,91,86,5,0,0,0,0,56,45,38,0,0,53,38,0,43.668546,-101.6595883
South Dakota,Meade,2024,91,88,3,0,0,0,0,54,48,39,0,0,85,0,6,44.5263375,-102.6463435
South Dakota,Minnehaha,2024,92,82,10,0,0,0,0,66,51,26,1,3,48,40,0,43.6680284,-96.7837626
South Dakota,Pennington,2024,91,70,20,1,0,0,0,111,61,30,0,6,0,32,53,43.9955746,-102.7854668
Tennessee,Anderson,2024,31,29,2,0,0,0,0,67,50,41,0,0,31,0,0,36.1063226,-84.1849939
Tennessee,Blount,2024,153,96,57,0,0,0,0,88,62,47,1,0,94,58,0,35.6719722,-83.9314465
Tennessee,Claiborne,2024,150,140,10,0,0,0,0,67,49,38,0,0,150,0,0,36.4673161,-83.6786377
Tennessee,Davidson,2024,92,51,41,0,0,0,0,70,60,48,1,4,10,77,0,36.189724,-86.7857862
Tennessee,DeKalb,2024,139,128,11,0,0,0,0,71,49,40,0,0,139,0,0,35.9804643,-85.83965
Tennessee,Dyer,2024,83,69,14,0,0,0,0,62,53,28,0,0,0,83,0,36.0543272,-89.4208221
Tennessee,Hamilton,2024,151,89,62,0,0,0,0,97,62,44,0,0,57,94,0,35.1755638,-85.1940792
Tennessee,Jefferson,2024,31,29,2,0,0,0,0,58,46,39,0,0,31,0,0,36.040946,-83.4596349
Tennessee,Knox,2024,213,124,89,0,0,0,0,88,63,47,0,0,63,150,0,35.9859998,-83.9375598
Tennessee,Lawrence,2024,90,71,19,0,0,0,0,80,57,33,0,0,0,90,0,35.2256914,-87.4016388
Tennessee,Loudon,2024,91,75,16,0,0,0,0,79,58,36,0,0,23,68,0,35.7490023,-84.320293
Tennessee,Madison,2024,87,73,14,0,0,0,0,66,53,28,0,0,0,87,0,35.6055887,-88.852119
Tennessee,Maury,2024,90,74,16,0,0,0,0,68,55,31,0,0,0,90,0,35.6285992,-87.0736684
Tennessee,McMinn,2024,83,60,23,0,0,0,0,89,57,33,0,0,0,83,0,35.444223,-84.624875
Tennessee,Montgomery,2024,91,76,15,0,0,0,0,56,52,26,0,0,0,91,0,36.4803824,-87.3786221
Tennessee,Putnam,2024,86,74,12,0,0,0,0,63,53,29,0,0,0,86,0,36.1379872,-85.4553784
Tennessee,Roane,2024,86,73,13,0,0,0,0,72,54,27,0,0,0,86,0,35.84857,-84.5225522
Tennessee,Sevier,2024,149,118,31,0,0,0,0,74,61,44,0,0,149,0,0,35.8047065,-83.5291901
Tennessee,Shelby,2024,91,46,45,0,0,0,0,78,60,50,0,0,15,76,0,35.1782557,-89.8739775
Tennessee,Sullivan,2024,86,72,14,0,0,0,0,64,54,33,0,0,30,56,0,36.4966673,-82.286903
Tennessee,Sumner,2024,91,66,25,0,0,0,0,63,57,42,0,0,16,75,0,36.4496718,-86.4685413
Tennessee,Williamson,2024,31,29,2,0,0,0,0,51,49,40,0,0,31,0,0,35.8772991,-86.8978708
Tennessee,Wilson,2024,31,31,0,0,0,0,0,50,49,42,0,0,31,0,0,36.1466658,-86.3119998
Texas,Atascosa,2024,90,61,29,0,0,0,0,80,63,39,0,0,0,90,0,28.8554434,-98.5316314
Texas,Bell,2024,121,84,37,0,0,0,0,84,62,42,0,0,69,52,0,31.0081659,-97.4314413
Texas,Bexar,2024,122,62,59,0,1,0,0,199,69,50,1,0,35,84,2,29.4263987,-98.5104781
Texas,Bowie,2024,121,79,42,0,0,0,0,68,58,41,0,0,0,121,0,33.4198886,-94.4479626
Texas,Brazoria,2024,91,86,5,0,0,0,0,67,47,36,0,1,85,5,0,29.18161,-95.4993375
Texas,Brazos,2024,113,82,31,0,0,0,0,68,57,32,0,0,0,113,0,30.6993189,-96.3497772
Texas,Brewster,2024,150,108,40,2,0,0,0,112,72,44,0,0,135,15,0,29.8462742,-103.2400734
Texas,Cameron,2024,121,26,71,21,3,0,0,157,124,67,0,0,24,97,0,26.1291189,-97.4134281
Texas,Collin,2024,91,90,1,0,0,0,0,51,44,32,0,0,91,0,0,33.1609629,-96.6060984
Texas,Dallas,2024,92,50,42,0,0,0,0,76,63,48,1,3,21,66,1,32.7620405,-96.7790069
Texas,Denton,2024,91,70,21,0,0,0,0,63,54,38,0,1,52,38,0,33.1838787,-97.1413417
Texas,Ector,2024,119,98,21,0,0,0,0,88,54,31,0,0,0,119,0,31.8941755,-102.5794339
Texas,El Paso,2024,91,39,43,5,1,0,3,431,96,53,0,7,23,36,25,31.8072184,-106.2230394
Texas,Ellis,2024,90,89,1,0,0,0,0,51,44,33,0,2,88,0,0,32.3347829,-96.7920233
Texas,Galveston,2024,91,72,19,0,0,0,0,77,54,43,0,0,59,32,0,29.3872254,-94.992736
Texas,Gregg,2024,117,110,7,0,0,0,0,77,49,37,0,4,113,0,0,32.4492408,-94.8532848
Texas,Harris,2024,92,20,71,0,1,0,0,184,71,56,1,5,7,72,7,29.8119769,-95.3741247
Texas,Harrison,2024,121,81,37,0,1,2,0,263,56,43,0,1,51,69,0,32.5233959,-94.3982158
Texas,Hidalgo,2024,121,42,77,2,0,0,0,105,87,56,0,0,16,100,5,26.3530256,-98.216445
Texas,Hood,2024,78,77,1,0,0,0,0,51,46,35,0,0,78,0,0,32.4107555,-97.828282
Texas,Hunt,2024,91,86,5,0,0,0,0,54,47,36,0,6,85,0,0,33.1161567,-96.0808922
Texas,Jefferson,2024,121,67,54,0,0,0,0,90,60,48,0,0,45,76,0,29.834772,-94.1704496
Texas,Johnson,2024,85,85,0,0,0,0,0,50,45,34,0,0,85,0,0,32.3766071,-97.3568623
Texas,Karnes,2024,120,120,0,0,0,0,0,28,16,7,0,120,0,0,0,28.8791858,-97.9062893
Texas,Kaufman,2024,91,73,18,0,0,0,0,63,54,39,0,0,53,38,0,32.601641,-96.3375126
Texas,Kleberg,2024,79,57,22,0,0,0,0,72,57,34,0,0,0,79,0,27.3983129,-97.7485096
Texas,Lubbock,2024,121,117,4,0,0,0,0,91,33,14,0,0,0,121,0,33.5831241,-101.818598
Texas,Maverick,2024,117,78,39,0,0,0,0,96,69,34,0,0,0,117,0,28.792861,-100.3110817
Texas,McLennan,2024,122,78,44,0,0,0,0,76,63,47,1,0,30,91,0,31.5487691,-97.2189254
Texas,Montgomery,2024,91,47,43,1,0,0,0,102,63,49,0,1,26,64,0,30.301949,-95.5065944
Texas,Navarro,2024,91,71,20,0,0,0,0,67,56,42,0,0,48,43,0,32.0279525,-96.4985456
Texas,Nueces,2024,91,50,41,0,0,0,0,81,66,46,0,0,29,62,0,27.7153774,-97.6199942
Texas,Orange,2024,121,95,26,0,0,0,0,63,57,43,0,0,54,67,0,30.1228634,-93.9041169
Texas,Parker,2024,91,91,0,0,0,0,0,49,42,32,0,0,91,0,0,32.77725975,-97.80455986920202
Texas,Polk,2024,140,133,7,0,0,0,0,93,47,36,0,0,140,0,0,30.7642828,-94.8192175
Texas,Potter,2024,121,114,6,1,0,0,0,138,37,24,0,0,0,121,0,35.3683354,-101.8776577
Texas,Randall,2024,152,124,28,0,0,0,0,97,61,40,0,0,152,0,0,34.9444713,-101.8850309
Texas,Rockwall,2024,85,85,0,0,0,0,0,49,41,30,0,0,85,0,0,32.8923464,-96.4066987
Texas,Smith,2024,120,113,7,0,0,0,0,80,49,39,0,0,120,0,0,32.3402898,-95.2563971
Texas,Tarrant,2024,91,51,40,0,0,0,0,78,62,48,0,5,15,71,0,32.7513658,-97.335696
Texas,Travis,2024,122,48,74,0,0,0,0,95,67,53,1,0,26,93,2,30.2878569,-97.7561392
Texas,Victoria,2024,89,87,2,0,0,0,0,58,46,35,0,0,89,0,0,28.8026443,-96.9766308
Texas,Webb,2024,122,62,59,1,0,0,0,106,80,50,1,0,55,66,0,27.6983621,-99.2523577
Texas,Wilson,2024,42,42,0,0,0,0,0,25,21,9,0,42,0,0,0,29.1589961,-98.1251465
Utah,Box Elder,2024,213,114,96,3,0,0,0,105,80,49,0,0,176,37,0,41.3586056,-113.2112072
Utah,Cache,2024,182,144,38,0,0,0,0,91,61,42,0,0,139,43,0,41.7042978,-111.7451159
Utah,Carbon,2024,182,144,38,0,0,0,0,74,58,43,0,0,179,3,0,39.6023917,-110.6505023
Utah,Davis,2024,213,136,70,7,0,0,0,133,84,45,0,9,182,21,1,41.0263758,-112.1197426
Utah,Duchesne,2024,211,160,50,0,1,0,0,163,63,43,0,0,140,37,34,40.2960433,-110.4715153
Utah,Grand,2024,212,147,63,2,0,0,0,105,67,47,0,0,161,51,0,38.9634637,-109.6619899
Utah,Iron,2024,212,164,48,0,0,0,0,80,61,44,0,4,194,14,0,37.8546136,-113.2867347
Utah,Salt Lake,2024,214,116,83,14,1,0,0,176,93,49,1,9,152,49,3,40.6632297,-111.9103124
Utah,San Juan,2024,149,113,35,1,0,0,0,101,67,44,0,0,149,0,0,37.5859438,-109.7852018
Utah,Tooele,2024,182,138,44,0,0,0,0,87,64,44,0,0,152,30,0,40.4062872,-113.1966394
Utah,Uintah,2024,213,142,69,2,0,0,0,112,67,46,0,0,200,13,0,40.1943199,-109.5770955
Utah,Utah,2024,183,127,55,1,0,0,0,105,64,44,1,1,141,39,1,40.177058,-111.69107185434031
Utah,Washington,2024,213,143,70,0,0,0,0,90,71,46,0,0,211,2,0,37.2393471,-113.525776
Utah,Weber,2024,214,141,70,3,0,0,0,112,72,45,1,6,180,24,3,41.2728039,-111.8860648
Vermont,Bennington,2024,91,88,3,0,0,0,0,52,45,37,0,0,68,23,0,43.0125713,-73.1473048
Vermont,Chittenden,2024,92,83,9,0,0,0,0,62,45,38,1,0,63,28,0,44.4531756,-73.0673673
Vermont,Rutland,2024,92,73,19,0,0,0,0,61,56,38,1,0,33,58,0,43.574224,-73.02562162378587
Virginia,Albemarle,2024,211,163,48,0,0,0,0,85,55,42,0,0,79,132,0,38.0085107,-78.6086754
Virginia,Arlington,2024,193,164,28,1,0,0,0,105,55,37,1,27,138,27,0,38.8769326,-77.0893094
Virginia,Bristol City,2024,58,44,14,0,0,0,0,63,53,29,0,0,0,58,0,36.6176148,-82.1484049
Virginia,Caroline,2024,103,102,1,0,0,0,0,51,47,39,0,0,103,0,0,38.0320305,-77.362363
Virginia,Carroll,2024,25,25,0,0,0,0,0,31,19,7,0,0,0,0,25,36.7365816,-80.7439791
Virginia,Charles,2024,213,193,20,0,0,0,0,75,50,37,0,1,95,117,0,,
Virginia,Chesterfield,2024,212,164,48,0,0,0,0,77,55,41,0,0,74,138,0,37.3859982,-77.578509
Virginia,Fairfax,2024,213,158,55,0,0,0,0,84,56,43,0,18,100,95,0,38.8156356,-77.2836849
Virginia,Fauquier,2024,118,115,3,0,0,0,0,58,46,39,0,0,118,0,0,38.7513714,-77.8141221
Virginia,Frederick,2024,213,170,42,1,0,0,0,102,54,41,0,0,82,131,0,39.2127031,-78.279166
Virginia,Giles,2024,143,128,15,0,0,0,0,80,51,41,0,0,143,0,0,37.3088528,-80.7098781
Virginia,Hampton City,2024,211,173,38,0,0,0,0,86,55,40,0,1,93,117,0,,
Virginia,Hanover,2024,122,112,10,0,0,0,0,74,50,42,0,0,122,0,0,37.744783,-77.4464165
Virginia,Henrico,2024,213,175,38,0,0,0,0,80,54,41,0,4,106,103,0,37.5131191,-77.3465081
Virginia,Hopewell City,2024,25,25,0,0,0,0,0,30,9,5,0,0,0,0,25,,
Virginia,Loudoun,2024,213,140,73,0,0,0,0,87,58,44,0,1,95,117,0,39.0984586,-77.6705008
Virginia,Lynchburg City,2024,59,51,8,0,0,0,0,61,52,27,0,0,0,59,0,,
Virginia,Madison,2024,170,160,10,0,0,0,0,90,49,39,0,0,135,35,0,38.4114615,-78.2846634
Virginia,Norfolk City,2024,213,191,22,0,0,0,0,82,51,33,0,24,0,189,0,,
Virginia,Prince Edward,2024,152,147,5,0,0,0,0,61,46,36,0,0,152,0,0,37.2293293,-78.4628573
Virginia,Prince William,2024,182,173,9,0,0,0,0,84,48,37,0,3,179,0,0,38.7389846,-77.5536743
Virginia,Richmond City,2024,213,170,43,0,0,0,0,79,54,35,0,44,0,169,0,,
Virginia,Roanoke,2024,213,170,43,0,0,0,0,68,54,41,0,4,89,120,0,37.270973,-79.9414313
Virginia,Rockbridge,2024,121,116,5,0,0,0,0,64,47,39,0,0,121,0,0,37.8331804,-79.4622597
Virginia,Rockingham,2024,213,163,50,0,0,0,0,83,55,43,0,8,85,120,0,38.5080288,-78.8949442
Virginia,Salem City,2024,59,49,10,0,0,0,0,67,52,31,0,0,0,59,0,,
Virginia,Stafford,2024,182,178,4,0,0,0,0,61,47,37,0,0,182,0,0,38.4167265,-77.4579783
Virginia,Suffolk City,2024,122,113,9,0,0,0,0,64,49,40,0,0,122,0,0,36.7427673,-76.6241825
Virginia,Virginia Beach City,2024,213,181,32,0,0,0,0,81,52,33,0,0,0,213,0,36.5943204,-75.8876014
Virginia,Wythe,2024,122,116,6,0,0,0,0,67,50,42,0,0,122,0,0,36.9118401,-81.0639347
Washington,Adams,2024,121,121,0,0,0,0,0,47,29,15,0,0,0,121,0,46.9723633,-118.5934644
Washington,Asotin,2024,120,81,39,0,0,0,0,92,66,36,0,0,0,120,0,46.1678079,-117.2045179
Washington,Benton,2024,121,106,15,0,0,0,0,70,52,21,0,0,0,90,31,46.1691702,-119.5286424
Washington,Chelan,2024,121,112,9,0,0,0,0,65,47,26,0,0,0,121,0,47.8012197,-120.6276904
Washington,Clallam,2024,121,106,15,0,0,0,0,59,51,39,0,0,72,49,0,47.9998383,-123.7373472
Washington,Clark,2024,121,109,12,0,0,0,0,65,49,23,0,0,0,121,0,45.7669047,-122.4940866
Washington,Columbia,2024,152,145,7,0,0,0,0,70,43,36,0,0,126,26,0,46.2947665,-117.9174697
Washington,Cowlitz,2024,121,116,5,0,0,0,0,61,35,21,0,0,0,121,0,46.1998625,-122.6931507
Washington,Franklin,2024,121,115,6,0,0,0,0,64,37,16,0,0,0,121,0,46.5654696,-118.8935483
Washington,Garfield,2024,121,115,6,0,0,0,0,60,32,13,0,0,0,121,0,46.4604687,-117.5294769
Washington,Grant,2024,121,115,6,0,0,0,0,54,40,22,0,0,0,121,0,47.119015,-119.4904332
Washington,Grays Harbor,2024,121,121,0,0,0,0,0,48,26,18,0,0,0,121,0,47.1744169,-123.8658829
Washington,Jefferson,2024,112,110,2,0,0,0,0,57,27,18,0,0,0,112,0,47.7325289,-123.6328565
Washington,King,2024,122,89,33,0,0,0,0,71,55,41,1,1,40,80,0,47.4873376,-121.8622122
Washington,Kitsap,2024,108,106,2,0,0,0,0,54,38,19,0,0,0,108,0,47.594502,-122.6474421
Washington,Kittitas,2024,121,106,15,0,0,0,0,79,53,22,0,0,0,121,0,47.1057471,-120.5849305
Washington,Lewis,2024,115,114,1,0,0,0,0,60,41,23,0,0,0,115,0,46.5612011,-122.422556
Washington,Mason,2024,121,116,5,0,0,0,0,55,43,19,0,0,0,121,0,47.3429635,-123.1822758
Washington,Okanogan,2024,121,75,46,0,0,0,0,76,61,39,0,0,0,121,0,48.5158513,-119.6527477
Washington,Pacific,2024,121,121,0,0,0,0,0,37,20,13,0,0,0,121,0,46.5334929,-123.768029
Washington,Pierce,2024,121,95,26,0,0,0,0,77,57,44,0,6,68,47,0,47.0022547,-122.2117983
Washington,Skagit,2024,121,121,0,0,0,0,0,42,36,21,0,0,0,121,0,48.4596092,-121.7332784
Washington,Snohomish,2024,121,79,42,0,0,0,0,96,59,41,0,0,0,121,0,48.0074736,-121.7304882
Washington,Spokane,2024,121,115,6,0,0,0,0,57,44,25,0,0,0,118,3,47.5354964,-117.4074674
Washington,Stevens,2024,121,85,36,0,0,0,0,87,60,34,0,0,0,101,20,48.4249969,-117.8489411
Washington,Thurston,2024,119,116,3,0,0,0,0,76,32,15,0,0,0,119,0,46.9319983,-122.8855155
Washington,Walla Walla,2024,121,109,12,0,0,0,0,79,50,19,0,0,0,79,42,46.2055155,-118.5174284
Washington,Whatcom,2024,115,114,1,0,0,0,0,51,44,28,0,0,0,115,0,48.8107819,-121.8828175
Washington,Whitman,2024,121,117,4,0,0,0,0,58,29,14,0,0,0,121,0,46.9428831,-117.5286172
Washington,Yakima,2024,121,91,30,0,0,0,0,88,58,33,0,0,0,120,1,46.4135961,-120.730253
West Virginia,Berkeley,2024,48,37,11,0,0,0,0,97,62,41,0,0,29,19,0,39.4535243,-78.0395522
West Virginia,Brooke,2024,121,86,35,0,0,0,0,66,56,37,0,0,0,121,0,40.2729451,-80.5699497
West Virginia,Cabell,2024,91,69,22,0,0,0,0,68,54,39,0,0,18,73,0,38.4200892,-82.2316907
West Virginia,Greenbrier,2024,31,28,3,0,0,0,0,58,49,42,0,0,31,0,0,37.961175,-80.450934
West Virginia,Hancock,2024,122,95,27,0,0,0,0,67,55,37,0,0,21,101,0,40.5071529,-80.5657591
West Virginia,Harrison,2024,27,24,3,0,0,0,0,58,51,24,0,0,0,27,0,39.2820223,-80.3789878
West Virginia,Kanawha,2024,92,81,11,0,0,0,0,66,53,31,4,0,43,45,0,38.3428208,-81.5089835
West Virginia,Marion,2024,27,22,5,0,0,0,0,57,51,25,0,0,0,27,0,39.5128606,-80.2258567
West Virginia,Marshall,2024,121,79,42,0,0,0,0,81,62,44,0,0,0,121,0,39.854861,-80.6616946
West Virginia,Monongalia,2024,48,43,5,0,0,0,0,57,51,39,0,0,30,18,0,39.6391074,-80.0300399
West Virginia,Ohio,2024,81,64,17,0,0,0,0,62,54,35,0,0,28,53,0,40.0984771,-80.6109467
West Virginia,Tucker,2024,146,139,7,0,0,0,0,71,48,38,0,0,146,0,0,39.1256758,-79.5607117
West Virginia,Wood,2024,48,40,8,0,0,0,0,60,55,39,0,0,26,22,0,39.2054823,-81.5185967
Wisconsin,Ashland,2024,91,87,4,0,0,0,0,59,43,35,0,0,67,24,0,46.2062319,-90.6802594
Wisconsin,Brown,2024,91,70,21,0,0,0,0,80,61,31,0,0,6,85,0,44.4383498,-88.0167093
Wisconsin,Columbia,2024,7,7,0,0,0,0,0,43,43,36,0,0,7,0,0,43.4641929,-89.3478429
Wisconsin,Dane,2024,91,67,24,0,0,0,0,74,57,38,0,0,2,86,3,43.0709273,-89.4322174
Wisconsin,Dodge,2024,92,74,18,0,0,0,0,66,53,37,1,0,57,34,0,43.413614,-88.7177834
Wisconsin,Door,2024,7,7,0,0,0,0,0,44,44,42,0,0,7,0,0,44.7615925,-87.5329747
Wisconsin,Eau Claire,2024,91,70,21,0,0,0,0,69,58,36,0,0,5,86,0,44.7257643,-91.3040313
Wisconsin,Fond du Lac,2024,7,7,0,0,0,0,0,41,41,36,0,0,7,0,0,43.7533414,-88.4493796
Wisconsin,Forest,2024,91,74,17,0,0,0,0,79,61,38,0,0,58,33,0,45.625108,-88.806738
Wisconsin,Grant,2024,91,63,28,0,0,0,0,80,57,40,0,0,0,91,0,42.8855277,-90.6991696
Wisconsin,Jackson,2024,33,27,6,0,0,0,0,95,57,27,0,0,0,33,0,44.3016847,-90.8085198
Wisconsin,Jefferson,2024,7,7,0,0,0,0,0,44,44,39,0,0,7,0,0,43.0224668,-88.7673031
Wisconsin,Kenosha,2024,91,71,20,0,0,0,0,73,62,36,0,0,26,65,0,42.5729233,-88.0679837
Wisconsin,La Crosse,2024,7,7,0,0,0,0,0,43,43,37,0,0,7,0,0,43.8890516,-91.0902393
Wisconsin,Manitowoc,2024,7,7,0,0,0,0,0,44,44,42,0,0,7,0,0,44.0998341,-87.827992
Wisconsin,Marathon,2024,91,76,15,0,0,0,0,67,54,29,0,0,7,84,0,44.8914036,-89.7748098
Wisconsin,Milwaukee,2024,92,68,24,0,0,0,0,79,66,41,1,8,5,74,4,43.018032500000004,-87.58075460628575
Wisconsin,Monroe,2024,87,72,15,0,0,0,0,68,55,32,0,0,0,87,0,43.9416755,-90.6397264
Wisconsin,Outagamie,2024,91,70,21,0,0,0,0,76,60,32,0,0,6,85,0,44.41603,-88.4602005
Wisconsin,Ozaukee,2024,91,75,16,0,0,0,0,69,54,28,0,0,7,84,0,43.3569041,-87.9579748
Wisconsin,Racine,2024,7,7,0,0,0,0,0,44,44,41,0,0,7,0,0,42.7303792,-87.68034968164059
Wisconsin,Rock,2024,7,7,0,0,0,0,0,42,42,37,0,0,7,0,0,42.6654418,-89.081772
Wisconsin,Sauk,2024,91,76,15,0,0,0,0,66,53,31,0,0,6,85,0,43.4401728,-89.9653841
Wisconsin,Sheboygan,2024,7,7,0,0,0,0,0,44,44,44,0,0,7,0,0,43.7128967,-87.9370433
Wisconsin,Taylor,2024,152,149,3,0,0,0,0,80,45,37,0,0,152,0,0,45.2057106,-90.4915874
Wisconsin,Vilas,2024,7,7,0,0,0,0,0,42,42,41,0,0,7,0,0,46.0382686,-89.4734462
Wisconsin,Walworth,2024,7,7,0,0,0,0,0,44,44,40,0,0,7,0,0,42.6711513,-88.5467715
Wisconsin,Waukesha,2024,91,70,21,0,0,0,0,73,58,36,0,0,6,85,0,43.0622536,-88.3123889
Wyoming,Albany,2024,182,126,54,2,0,0,0,115,67,47,0,0,135,32,15,41.6684047,-105.6812633
Wyoming,Campbell,2024,176,157,19,0,0,0,0,94,51,31,0,0,47,87,42,44.1908398,-105.5775352
Wyoming,Carbon,2024,91,91,0,0,0,0,0,35,19,8,0,91,0,0,0,41.7423474,-106.8625645
Wyoming,Converse,2024,92,92,0,0,0,0,0,46,43,37,1,0,85,0,6,43.0202459,-105.5046207
Wyoming,Fremont,2024,159,130,29,0,0,0,0,75,56,41,0,0,54,105,0,43.0293336,-108.5772551
Wyoming,Johnson,2024,91,91,0,0,0,0,0,45,41,34,0,0,88,0,3,44.0155638,-106.6140815
Wyoming,Laramie,2024,92,86,6,0,0,0,0,58,49,42,1,0,71,20,0,41.2737321,-104.7268231
Wyoming,Lincoln,2024,91,91,0,0,0,0,0,49,46,42,0,1,87,3,0,42.1765551,-110.7208048
Wyoming,Natrona,2024,91,89,2,0,0,0,0,53,44,38,0,0,88,3,0,42.9487008,-106.8465639
Wyoming,Park,2024,168,168,0,0,0,0,0,39,21,12,0,0,0,168,0,44.6076072,-109.5678484
Wyoming,Platte,2024,91,83,4,3,1,0,0,161,48,13,0,0,0,0,91,42.0923141,-104.9870991
Wyoming,Sheridan,2024,121,118,3,0,0,0,0,55,42,19,0,0,0,90,31,44.7947537,-106.8222688
Wyoming,Sublette,2024,151,116,34,1,0,0,0,101,67,46,0,0,149,2,0,42.736927,-109.9905911
Wyoming,Sweetwater,2024,176,173,2,1,0,0,0,118,44,32,0,1,85,87,3,41.6239475,-108.9702314
Wyoming,Teton,2024,182,154,28,0,0,0,0,93,58,43,0,0,145,27,10,43.9139214,-110.6380363
Wyoming,Uinta,2024,91,91,0,0,0,0,0,16,6,4,0,0,0,0,91,41.2631855,-110.5678519
Wyoming,Washakie,2024,145,144,1,0,0,0,0,63,19,8,0,0,0,145,0,43.9308684,-107.6704088
